srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
149.171.126.14,1043,175.45.176.1,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252695,1424252695,0.002,0.0,0.0,0.0,0.0,0,0,,, ,24,24,12,12,12,12,24,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,1E-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260587,1424260587,0.001,0.0,0.0,0.0,0.0,0,0,,, ,44,44,16,16,16,16,44,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,3E-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260458,1424260458,0.003,0.0,0.0,0.0,0.0,0,0,,, ,36,36,18,18,18,18,36,,0
59.166.0.4,17344,149.171.126.6,53,udp,CON,0.00109,146,178,31,29,0,0,dns,535779.8125,653211.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424255821,1424255821,0.007,0.002,0.0,0.0,0.0,0,0,,, ,2,1,6,5,1,1,2,,0
59.166.0.8,40021,149.171.126.6,11090,tcp,FIN,0.511138,4176,3080,31,29,7,7,-,63027.98438,46609.71875,28,30,255,255,821209758,827174651,149,103,0,0,1036.830933,26.134535,1424255824,1424255824,18.919407,17.606379,0.000698,0.00055,0.000148,0,0,,, ,10,14,7,3,1,1,5,,0
59.166.0.5,14338,149.171.126.1,45458,tcp,FIN,0.094287,5486,95164,31,29,7,42,-,460636.125,7992024.5,96,98,255,255,824552284,824830946,57,971,0,0,60.871043,59.912277,1424259840,1424259840,1.009957,0.976865,0.000614,0.000499,0.000115,0,0,,, ,7,3,5,5,1,1,4,,0
59.166.0.6,25999,149.171.126.9,56002,tcp,FIN,0.039968,2854,31354,31,29,7,17,-,558847.0625,6145116.5,46,48,255,255,3140212816,3140509087,62,653,0,0,55.274505,53.031911,1424260076,1424260076,0.90125,0.83766,0.000742,0.000589,0.000153,0,0,,, ,2,2,1,2,1,1,2,,0
59.166.0.6,31000,149.171.126.2,80,tcp,FIN,1.143004,1684,10168,31,29,3,5,http,10946.59375,67219.36719,14,18,255,255,22868538,2169270603,120,565,1,3924,9810.859131,8605.395136,1424253449,1424253451,87.895772,67.206588,0.000643,0.000488,0.000155,0,0,1.0,, ,2,1,1,4,2,1,1,,0
59.166.0.5,24168,149.171.126.9,6881,tcp,FIN,0.018097,1540,1644,31,29,4,4,-,638337.8125,686522.625,16,18,255,255,1067079940,1072044950,96,91,0,0,72.323327,2.002109,1424250541,1424250541,1.186067,1.037294,0.000582,0.00046,0.000122,0,0,,, ,4,8,1,2,1,1,3,,0
59.166.0.0,16820,149.171.126.9,5190,tcp,FIN,2.502188,12352,27520,31,29,39,45,-,39229.66797,87408.30469,150,152,255,255,3234083998,1089304955,82,181,0,0,1180.362281,1175.713324,1424258011,1424258014,17.129384,16.785256,0.003001,0.001177,0.001824,0,0,,, ,1,9,3,2,1,1,1,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255240,1424255240,0.009,0.0,0.0,0.0,0.0,0,2,,, ,32,32,18,18,18,18,32,Generic,1
149.171.126.14,1043,175.45.176.1,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251643,1424251643,0.002,0.0,0.0,0.0,0.0,0,0,,, ,28,28,23,23,23,23,28,,0
59.166.0.7,35593,149.171.126.7,25,tcp,FIN,0.024753,37452,3380,31,29,18,8,smtp,11871530.0,1066537.375,52,42,255,255,1808970031,1810050475,720,80,0,0,25.260209,1.142614,1424260260,1424260260,0.472863,0.589902,0.000723,0.000563,0.00016,0,0,,, ,1,1,1,2,1,1,2,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,3E-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260599,1424260599,0.003,0.0,0.0,0.0,0.0,0,2,,, ,41,41,29,29,29,16,41,Generic,1
59.166.0.0,25785,149.171.126.7,22,tcp,FIN,0.976833,3728,5474,31,29,7,7,ssh,29581.31055,42963.33203,32,24,255,255,3536312325,3536628183,117,228,0,0,2345.495048,75.149477,1424250291,1424250292,31.510743,42.439434,0.000722,0.000594,0.000128,0,0,,, ,2,2,2,2,1,1,2,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,1E-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251902,1424251902,0.01,0.0,0.0,0.0,0.0,0,2,,, ,31,31,15,15,15,15,31,Generic,1
175.45.176.1,47439,149.171.126.14,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254568,1424254568,0.009,0.0,0.0,0.0,0.0,0,2,,, ,18,18,18,20,18,18,18,Generic,1
149.171.126.10,1043,175.45.176.0,53,udp,INT,9E-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259137,1424259137,0.009,0.0,0.0,0.0,0.0,0,0,,, ,37,37,18,18,18,18,37,,0
59.166.0.3,57836,149.171.126.8,80,tcp,FIN,1.005843,1684,10168,31,29,3,5,http,12439.31641,76385.67188,14,18,255,255,2298046426,2294897835,120,565,1,3924,8766.14889,7676.341735,1424256317,1424256318,77.346151,59.135118,0.000682,0.000543,0.000139,0,0,1.0,, ,2,2,2,2,1,1,1,,0
59.166.0.5,28129,149.171.126.0,55921,tcp,FIN,0.046295,2542,21450,31,29,7,14,-,428383.2188,3618533.5,40,42,255,255,3953944587,3996808161,64,511,0,0,72.601145,70.534841,1424260894,1424260894,1.177744,1.116439,0.000644,0.000518,0.000126,0,0,,, ,2,6,3,2,1,1,1,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,2E-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253155,1424253155,0.002,0.0,0.0,0.0,0.0,0,2,,, ,19,19,19,19,19,7,19,Generic,1
59.166.0.8,18109,149.171.126.1,20159,tcp,FIN,0.03793,3390,41008,31,29,7,22,-,702346.4375,8500079.0,56,58,255,255,3829250915,3825340235,61,707,0,0,47.300746,45.913605,1424256036,1424256036,0.683909,0.645491,0.001303,0.001129,0.000174,0,0,,, ,15,12,3,3,1,1,8,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,1E-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253529,1424253529,0.01,0.0,0.0,0.0,0.0,0,2,,, ,26,26,12,12,12,12,26,Generic,1
,28132,149.171.126.4,111,udp,CON,0.088264,568,312,31,29,0,0,-,38611.4375,21209.09961,4,4,0,0,0,0,142,78,0,0,34.415359,34.333805,1424252945,1424252945,24.340334,24.282666,0.0,0.0,0.0,0,0,,, ,7,4,4,5,1,1,4,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,3E-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254247,1424254247,0.003,0.0,0.0,0.0,0.0,0,0,,, ,18,18,18,18,18,18,18,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253337,1424253337,0.007,0.0,0.0,0.0,0.0,0,0,,, ,23,23,20,20,20,20,23,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260846,1424260846,0.009,0.0,0.0,0.0,0.0,0,2,,, ,24,24,8,8,8,8,24,Generic,1
175.45.176.1,32387,149.171.126.12,80,tcp,FIN,0.428487,794,268,254,252,2,1,http,13349.29688,4182.157227,10,6,255,255,241302505,1050417697,79,45,1,0,2341.679838,110.970625,1424257667,1424257667,45.564222,71.399797,0.140442,0.071479,0.068963,0,1,1.0,, ,2,1,1,1,1,1,1, Reconnaissance ,1
149.171.126.14,47439,175.45.176.1,53,udp,INT,1.5E-05,264,0,60,0,0,0,dns,70400000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253981,1424253981,0.015,0.0,0.0,0.0,0.0,0,0,,, ,38,38,15,15,15,15,38,,0
59.166.0.9,27297,149.171.126.4,53,udp,CON,0.000974,130,162,31,29,0,0,dns,533880.875,665297.75,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424250560,1424250560,0.001,0.001,0.0,0.0,0.0,0,0,,, ,4,3,8,2,2,1,5,,0
59.166.0.4,2873,149.171.126.8,35231,tcp,FIN,0.225402,424,8824,31,29,1,4,ftp-data,13167.58496,287095.9375,8,12,255,255,1154319884,1262277183,53,735,0,0,2167.194161,1721.214661,1424257052,1424257052,32.155427,20.442817,0.000675,0.000526,0.000149,0,0,,, ,3,3,9,6,1,1,4,,0
59.166.0.9,3947,149.171.126.8,53,udp,CON,0.001039,130,162,31,29,0,0,dns,500481.2188,623676.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424258969,1424258969,0.009,0.006,0.0,0.0,0.0,0,0,,, ,1,4,2,3,1,1,1,,0
59.166.0.7,22656,149.171.126.2,20579,tcp,FIN,0.06247,2750,27850,31,29,7,16,-,344229.2188,3489034.75,44,46,255,255,335303250,2510406961,63,605,0,0,85.926037,83.624983,1424258361,1424258361,1.445581,1.375333,0.000712,0.000577,0.000135,0,0,,, ,15,7,7,14,1,1,7,,0
59.166.0.3,45384,149.171.126.4,43345,tcp,FIN,0.090907,4550,71158,31,29,7,33,-,395305.0938,6183814.0,78,80,255,255,71177967,2256861086,58,889,0,0,77.599102,77.025143,1424256363,1424256363,1.176156,1.174078,0.000616,0.0005,0.000116,0,0,,, ,9,7,2,5,1,1,1,,0
59.166.0.1,5308,149.171.126.6,53,udp,CON,0.001028,146,178,31,29,0,0,dns,568093.375,692607.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424250376,1424250376,0.01,0.005,0.0,0.0,0.0,0,0,,, ,5,3,1,2,1,1,1,,0
59.166.0.6,2222,149.171.126.6,53,udp,CON,0.001097,146,178,31,29,0,0,dns,532361.0,649042.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424252093,1424252093,0.011,0.007,0.0,0.0,0.0,0,0,,, ,2,1,4,3,1,1,2,,0
59.166.0.7,47114,149.171.126.7,2520,tcp,FIN,0.031928,3302,40690,31,29,7,21,-,812077.1875,10013531.0,54,56,255,255,3211032758,1061751944,61,727,0,0,39.332167,37.093954,1424251500,1424251501,0.607827,0.570109,0.000693,0.000563,0.00013,0,0,,, ,7,9,2,2,1,1,5,,0
59.166.0.2,25797,149.171.126.2,21,tcp,FIN,0.021986,2934,3742,31,29,11,15,ftp,1047211.875,1336486.875,52,54,255,255,1188322774,3334731478,56,69,0,0,29.126249,0.706172,1424260116,1424260116,0.43346,0.40417,0.000753,0.000562,0.000191,0,0,,1.0,1,1,1,5,7,1,1,5,,0
59.166.0.5,13993,149.171.126.7,5993,tcp,FIN,0.097671,4966,78556,31,29,7,36,-,402084.5313,6359554.0,86,86,255,255,4104530511,4104807391,58,913,0,0,75.705416,1.789928,1424261023,1424261023,1.144953,1.147976,0.001377,0.001235,0.000142,0,0,,, ,7,4,4,3,1,1,2,,0
59.166.0.8,61139,149.171.126.9,59045,tcp,FIN,0.019833,2646,25364,31,29,7,15,-,1041899.875,9998689.0,42,44,255,255,2486099091,2509836821,63,576,0,0,29.453388,29.173139,1424250966,1424250966,0.476171,0.449163,0.000645,0.000516,0.000129,0,0,,, ,3,3,5,2,1,1,2,,0
59.166.0.0,23636,149.171.126.5,6881,tcp,FIN,0.077671,1540,1644,31,29,4,4,-,148729.9063,159956.75,16,18,255,255,3622098621,3640374307,96,91,0,0,459.151678,13.587516,1424255016,1424255016,5.156467,4.539706,0.000597,0.000488,0.000109,0,0,,, ,7,3,5,7,5,1,3,,0
59.166.0.5,26816,149.171.126.0,80,tcp,FIN,1.01621,1684,10168,31,29,3,5,http,12312.41602,75606.42188,14,18,255,255,3693765233,3694809846,120,565,1,3924,8770.28133,7685.285798,1424255929,1424255930,78.133844,59.745176,0.00067,0.000538,0.000132,0,0,1.0,, ,2,1,6,2,1,1,1,,0
59.166.0.0,16191,149.171.126.1,35852,tcp,FIN,0.013006,2334,16528,31,29,7,12,-,1396278.625,9899431.0,36,38,255,255,3722097238,1576973927,65,435,0,0,24.361685,23.65332,1424260313,1424260313,0.373206,0.3566,0.000659,0.000517,0.000142,0,0,,, ,4,1,2,5,1,1,1,,0
175.45.176.3,1872,149.171.126.12,25,tcp,FIN,2.710179,198413,2788,254,252,82,8,smtp,582237.5625,8034.893555,170,42,255,255,2774156510,2420529276,1167,66,0,0,1560.540377,74.324406,1424253101,1424253104,16.132018,64.78366,0.084112,0.053396,0.030716,0,1,,, ,1,1,1,2,1,1,2,Exploits,1
175.45.176.1,1043,149.171.126.14,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254056,1424254056,0.009,0.0,0.0,0.0,0.0,0,2,,, ,16,16,16,17,16,16,18,Generic,1
175.45.176.3,2709,149.171.126.19,80,tcp,FIN,0.692218,860,1264,62,252,2,2,http,8945.15918,12782.10059,10,8,255,255,3228270926,25946022,86,158,1,226,3936.031406,125.132156,1424254316,1424254316,76.913111,82.82357,0.208649,0.111614,0.097035,0,1,4.0,, ,5,5,2,2,2,2,6,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253888,1424253888,0.007,0.0,0.0,0.0,0.0,0,0,,, ,42,42,23,23,23,23,42,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,3E-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251764,1424251764,0.003,0.0,0.0,0.0,0.0,0,0,,, ,19,19,19,19,19,19,19,,0
175.45.176.0,0,149.171.126.17,0,leaf-2,INT,1E-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251587,1424251587,0.001,0.0,0.0,0.0,0.0,0,2,,, ,4,4,3,3,2,2,6,Generic,1
59.166.0.7,64381,149.171.126.2,53,udp,CON,0.001075,132,164,31,29,0,0,dns,491162.7813,610232.5625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424254950,1424254950,0.008,0.008,0.0,0.0,0.0,0,0,,, ,3,1,8,7,1,1,2,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,5E-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255175,1424255175,0.005,0.0,0.0,0.0,0.0,0,2,,, ,27,27,19,18,18,18,27,Generic,1
59.166.0.5,5024,149.171.126.1,4726,tcp,FIN,0.015893,2854,31354,31,29,7,17,-,1405398.625,15453848.0,46,48,255,255,331024022,331294684,62,653,0,0,18.768027,18.607293,1424260161,1424260161,0.346111,0.333913,0.000947,0.000528,0.000419,0,0,,, ,3,2,1,2,1,1,1,,0
59.166.0.7,36058,149.171.126.0,38341,tcp,FIN,0.039959,3926,54462,31,29,7,27,-,774193.5625,10743412.0,66,68,255,255,3562255459,1417184339,59,801,0,0,35.207777,34.662669,1424258706,1424258706,0.609969,0.587224,0.000729,0.000606,0.000123,0,0,,, ,2,10,6,3,1,1,3,,0
59.166.0.3,34179,149.171.126.0,13497,tcp,FIN,0.272227,4432,2872,31,29,7,7,-,125248.4219,81167.55469,26,26,255,255,578958317,2727429473,170,110,0,0,712.010185,19.274988,1424256972,1424256973,10.87648,10.8688,0.00062,0.000501,0.000119,0,0,,, ,5,7,3,1,1,1,4,,0
59.166.0.8,49370,149.171.126.8,6881,tcp,FIN,0.013259,1540,1644,31,29,4,4,-,871257.25,937023.875,16,18,255,255,3007121231,863731163,96,91,0,0,59.272703,1.383852,1424252832,1424252832,0.8614,0.753176,0.000561,0.000451,0.00011,0,0,,, ,9,9,7,10,5,1,7,,0
59.166.0.7,12577,149.171.126.8,80,tcp,FIN,1.383301,1684,10168,31,29,3,5,http,9045.030273,55542.50391,14,18,255,255,3301321356,1182748405,120,565,1,3924,10031.16886,8780.816585,1424260141,1424260142,106.381464,81.339765,0.000661,0.000519,0.000142,0,0,1.0,, ,1,1,1,1,1,1,1,,0
59.166.0.2,34901,149.171.126.1,6881,tcp,FIN,0.018671,1540,1644,31,29,4,4,-,618713.5,665416.9375,16,18,255,255,4143820508,4145347123,96,91,0,0,74.182068,2.210276,1424261960,1424261960,1.222867,1.071,0.000573,0.000461,0.000112,0,0,,, ,6,8,6,7,5,1,7,,0
175.45.176.3,,149.171.126.14,520,udp,INT,1E-05,1064,0,254,0,0,0,-,425600000.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1424261624,1424261624,0.01,0.0,0.0,0.0,0.0,0,2,,, ,2,2,2,2,2,1,2, Fuzzers ,1
59.166.0.0,53830,149.171.126.6,80,tcp,FIN,0.011882,1052,824,31,29,2,2,http,620097.625,499579.2188,8,10,255,255,2734815216,2741930110,132,82,1,83,93.108819,2.294358,1424251056,1424251056,1.651143,1.265889,0.0006,0.000486,0.000114,0,0,1.0,, ,1,2,4,10,1,1,2,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259919,1424259919,0.008,0.0,0.0,0.0,0.0,0,0,,, ,17,17,17,17,17,17,17,,0
59.166.0.4,65159,149.171.126.6,53,udp,CON,0.001024,130,162,31,29,0,0,dns,507812.5,632812.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424254396,1424254396,0.009,0.008,0.0,0.0,0.0,0,0,,, ,1,2,3,8,1,1,1,,0
59.166.0.8,,149.171.126.3,25,tcp,FIN,0.482141,37342,3380,31,29,18,8,smtp,607689.4375,54755.76953,52,42,255,255,4008077429,4009538752,718,80,0,0,780.052327,25.229736,1424255779,1424255779,9.428471,11.746634,0.000666,0.000527,0.000139,0,0,,, ,1,1,3,3,1,1,2,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,1E-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255001,1424255001,0.001,0.0,0.0,0.0,0.0,0,0,,, ,19,19,19,19,19,19,19,,0
59.166.0.3,62925,149.171.126.0,22,tcp,FIN,4.077935,48464,85554,31,29,144,199,ssh,94922.54688,167592.6563,618,682,255,255,3587126003,3587466000,78,125,0,0,594.125296,567.753864,1424258130,1424258134,6.6195,6.022544,0.00084,0.000663,0.000177,0,0,,, ,1,1,3,5,1,1,2,,0
59.166.0.5,18467,149.171.126.6,36098,tcp,FIN,0.012872,2542,22128,31,29,7,14,-,1540708.5,13425730.0,40,42,255,255,640728388,2786445280,64,527,0,0,19.649402,18.411939,1424250247,1424250247,0.330974,0.297585,0.000803,0.000662,0.000141,0,0,,, ,10,2,1,4,1,1,2,,0
59.166.0.8,27016,149.171.126.2,60715,tcp,FIN,0.170194,4654,74896,31,29,7,33,-,216035.8125,3476503.25,80,80,255,255,2016830289,4170937536,58,936,0,0,119.627622,3.063244,1424255962,1424255962,2.177423,2.175603,0.000624,0.000494,0.00013,0,0,,, ,4,7,2,2,1,1,1,,0
59.166.0.1,,149.171.126.4,39286,tcp,FIN,0.024649,2558,23268,31,29,7,14,-,809769.1875,7371982.5,40,42,255,255,446211792,446470574,64,554,0,0,54.338469,51.367002,1424257466,1424257466,0.622923,0.588585,0.000625,0.000511,0.000114,0,0,,, ,4,7,2,6,1,1,2,,0
59.166.0.7,37901,149.171.126.5,22,tcp,FIN,0.016786,5928,8114,31,29,14,17,ssh,2779935.75,3802692.75,62,60,255,255,535272313,2680931134,96,135,0,0,18.752178,21.439913,1424259997,1424259997,0.279767,0.278362,0.000637,0.000521,0.000116,0,0,,, ,1,1,2,4,1,1,2,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260276,1424260276,0.008,0.0,0.0,0.0,0.0,0,0,,, ,13,13,13,13,13,13,13,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,5E-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424258815,1424258815,0.005,0.0,0.0,0.0,0.0,0,0,,, ,22,22,22,22,22,12,22,,0
59.166.0.8,48762,149.171.126.2,5190,tcp,FIN,0.005395,1470,1832,31,29,5,4,-,2081927.75,2547544.0,22,16,255,255,2691171634,2691481749,67,115,0,0,16.505255,0.381058,1424253719,1424253719,0.26975,0.3108,0.000707,0.000582,0.000125,0,0,,, ,2,4,6,1,1,1,1,,0
10.40.85.10,0,10.40.85.1,0,arp,CON,1.6E-05,46,28,0,0,0,0,-,0.0,0.0,1,1,0,0,0,0,46,28,0,0,0.0,0.0,1424254358,1424254358,0.0,0.0,0.0,0.0,0.0,0,0,,, ,1,1,1,1,1,1,1,,0
175.45.176.2,49626,149.171.126.13,80,tcp,FIN,0.307029,806,1334,62,252,2,2,http,18916.7793,30433.60547,10,8,255,255,3016778919,451031855,81,167,1,262,1781.224726,59.189906,1424260415,1424260416,34.114333,37.421855,0.073256,0.022491,0.050765,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1
59.166.0.2,51368,149.171.126.6,53,udp,CON,0.000941,146,178,31,29,0,0,dns,620616.375,756641.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424250880,1424250880,0.009,0.004,0.0,0.0,0.0,0,0,,, ,2,6,1,2,1,1,2,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252482,1424252482,0.008,0.0,0.0,0.0,0.0,0,0,,, ,12,12,12,12,12,12,12,,0
59.166.0.7,54392,149.171.126.0,22,tcp,FIN,5.752793,24344,29348,31,29,54,67,ssh,33707.45313,40638.34766,230,234,255,255,4215233564,4211334593,106,125,0,0,1586.173399,1576.26779,1424256799,1424256805,25.121367,24.793626,0.00067,0.000546,0.000124,0,0,,, ,1,1,9,2,1,1,2,,0
59.166.0.5,63693,149.171.126.4,22,tcp,FIN,0.006194,3728,5474,31,29,7,7,ssh,4665159.5,6775589.0,32,24,255,255,2970661338,2970964524,117,228,0,0,12.603098,0.353645,1424250695,1424250695,0.199806,0.23813,0.000739,0.000594,0.000145,0,0,,, ,1,1,4,2,1,1,2,,0
175.45.176.0,0,149.171.126.17,0,unas,INT,1E-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251691,1424251691,0.001,0.0,0.0,0.0,0.0,0,2,,, ,3,3,3,3,3,3,3,Exploits,1
59.166.0.5,10009,149.171.126.8,53,udp,CON,0.001073,146,178,31,29,0,0,dns,544268.375,663560.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424256083,1424256083,0.009,0.008,0.0,0.0,0.0,0,0,,, ,2,2,4,4,2,1,1,,0
59.166.0.5,26217,149.171.126.8,24070,tcp,FIN,0.063841,2854,30470,31,29,7,17,-,349869.2188,3738788.5,46,48,255,255,2948030427,841397082,62,635,0,0,80.061536,78.808175,1424261239,1424261239,1.411578,1.347617,0.000652,0.0005,0.000152,0,0,,, ,4,7,6,2,1,1,2,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259030,1424259030,0.007,0.0,0.0,0.0,0.0,0,0,,, ,29,29,10,10,10,6,29,,0
59.166.0.5,54835,149.171.126.8,53,udp,CON,0.000958,130,162,31,29,0,0,dns,542797.5,676409.1875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424251414,1424251414,0.003,0.005,0.0,0.0,0.0,0,0,,, ,4,3,6,6,3,1,1,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259958,1424259958,0.008,0.0,0.0,0.0,0.0,0,0,,, ,17,17,11,11,11,11,17,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252911,1424252911,0.008,0.0,0.0,0.0,0.0,0,0,,, ,33,33,33,33,33,13,33,,0
59.166.0.9,56873,149.171.126.6,53,udp,CON,0.000941,130,162,31,29,0,0,dns,552603.625,688629.125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424252522,1424252522,0.002,0.007,0.0,0.0,0.0,0,0,,, ,2,2,5,5,1,1,1,,0
175.45.176.0,37504,149.171.126.17,21,tcp,FIN,1.50381,1158,1604,62,252,7,9,ftp,5883.72168,8149.965332,22,22,255,255,1392677960,1712098350,53,73,0,0,3787.290772,4860.090903,1424251137,1424251138,71.610001,73.611804,0.071458,0.019614,0.051844,0,1,,1.0,1,1,1,2,3,1,1,2,Exploits,1
59.166.0.8,45466,149.171.126.4,42253,tcp,FIN,0.004744,4472,2456,31,29,7,7,-,7123103.0,3912310.5,18,18,255,255,1540921399,3693696191,248,136,0,0,13.004399,0.32618,1424257403,1424257403,0.261294,0.248176,0.000651,0.000522,0.000129,0,0,,, ,8,9,3,4,1,1,3,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,9E-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260295,1424260295,0.009,0.0,0.0,0.0,0.0,0,0,,, ,16,16,14,14,14,14,16,,0
59.166.0.6,8237,149.171.126.2,47995,tcp,FIN,0.055841,4862,82360,31,29,7,36,-,688383.125,11662112.0,84,86,255,255,71897965,72190959,58,958,0,0,37.078213,36.069298,1424257616,1424257616,0.677122,0.658095,0.000684,0.00056,0.000124,0,0,,, ,4,3,4,3,1,1,1,,0
59.166.0.5,48723,149.171.126.2,80,tcp,FIN,1.139984,1684,10168,31,29,3,5,http,10975.59277,67397.4375,14,18,255,255,2962754533,2967881510,120,565,1,3924,8833.797285,7734.436571,1424260455,1424260456,87.663541,67.026235,0.000677,0.000535,0.000142,0,0,1.0,, ,1,1,2,1,1,1,1,,0
